concept,source language text,target language text,variations,label
now,"The fact of the matter is that it just isn't true, and it's easy to think that it is true, but in order to see it in another way, in order to see that actually texting is a miraculous thing, not just energetic, but a miraculous thing, a kind of emergent complexity that we're seeing happening right now, we have to pull the camera back for a bit and look at what language really is, in which case, one thing that we see is that texting is not writing at all.","Բանն այն է, որ դա ճիշտ չէ և հեշտ է մտածել, որ դա ճիշտ է բայց դա այլ կերպ դիտելու համար որպեսզի տեսնենք, որ իրականում հաղորդագրություն գրելը հրաշալի բան է ոչ միայն եռանդուն, այլ հիանալի բան մի տեսակ ակնհայտ բարդություն ինչը մենք այժմ տեսնում ենք, պետք է տեսախցիկը մի փոքր հետ տանել և նայել, թե որ լեզվով է այն, որի դեպքում, մի բան որ մենք տեսնում ենք այն է, որ հաղորդագրություն գրելը բացարձակապես գրել չէ:","['այժմ', 'հիմա']",այժմ
now,"Their religion, their isolation, their deep respect for their culture and now the principles of their GNH movement all have fostered a sense of gratitude about what they do have.","Նրանց կրոնը, մեկուսացումը, նրանց խորին հարգանքը դեպի իրենց մշակույթը և այժմ, նրանց ՀԱԵ շարժման հիմունքները դրանք բոլորը խթանել են նրանց ունեցածի նկատմամբ երախտագիտության զգացմունքը:","['այժմ', 'հիմա']",այժմ
now,"(Applause) Now, it is nice to be able to memorize speeches and phone numbers and shopping lists, but it's actually kind of beside the point.","(Ծափահարություններ) Հիմա շատ հաճելի է անգիր անել ճառերը, հեռախոսահամարներն ու գնումների ցուցակները, սակայն կարևորը դա չէ։","['այժմ', 'հիմա']",հիմա
now,"Now, I want you all to be very quiet just for a moment.","Հիմա ուզում եմ, որ մի պահ բոլորդ լռեք:","['այժմ', 'հիմա']",հիմա
now,"So, when we think of hope now, we have to think of looking in other directions than we have been looking.","Իսկ հիմա, երբ խորհում ենք հույսի մասին, անհրաժեշտ է հայացք գցել այն ուղղություններին, որոնք տարբերվում են նախկին ուղղություններից:","['այժմ', 'հիմա']",հիմա
now,"Now, this is an interactive cartoon application.","Հիմա, այս մեկը ինտերակտիվ մուլտֆիլմ-ծրագիր է:","['այժմ', 'հիմա']",հիմա
now,And now the boys and the girls get them.,"Հիմա և՛ աղջիկները , և՛ տղաները դրանք ձեռք են բերում:","['այժմ', 'հիմա']",հիմա
now,"Now, 250 years later, I think we're beginning to glimpse how this is done.","Հիմա, 250 տարի անց, մենք սկսում ենք հասկանալ, ինչպես է դա արվել:","['այժմ', 'հիմա']",հիմա
of,"And having been through literally hundreds if not thousands of funerals, it makes a difference.","Եվ մասնակցած լինելով բառացիորեն հարյուրավոր, եթե ոչ հազարավոր հուղարկավորությունների, կարող եմ ասել, որ իրականում շատ մեծ տարբերություն կա:","['հարյուրավոր/հազարավոր', 'մասին/մասն', 'միլիոնավոր', 'տեսակ/տեսակի']",հարյուրավոր/հազարավոր
of,"Now, if any of you have ever heard of AIM, the American Indian Movement, or of Russell Means, or Leonard Peltier, or of the standoff at Oglala, then you know Pine Ridge is ground zero for Native issues in the US.","Հիմա, եթե որևէ մեկը ձեզանից լսել է AIM-ի մասին` ամերիկա-հնդկական շարժում, կամ Russell Means-ի մասին, կամ Լեոնարդ Փեթլերի, կամ Oglala-ի ապա դուք գիտեք, որ Pine Ridge-ը հավասար է զրոյի ԱՄՆ-ի քաղաքական հարցերում:","['հարյուրավոր/հազարավոր', 'մասին/մասն', 'միլիոնավոր', 'տեսակ/տեսակի']",մասին/մասն
of,"I have been teaching for a long time, and in doing so have acquired a body of knowledge about kids and learning that I really wish more people would understand about the potential of students.","Երկար ժամանակ է, ինչ դասավանդում եմ և դրա շնորհիվ ձեռք եմ բերել երեխաների և ուսուցման մասին գիտելիքների մի ամբողջ համակարգ և իրոք կցանկանաի, որ ավելի շատ մարդիկ գաղափար ունենան աշակերտների ներուժի մասին:","['հարյուրավոր/հազարավոր', 'մասին/մասն', 'միլիոնավոր', 'տեսակ/տեսակի']",մասին/մասն
of,"And the Canadian Minister of the Interior wrote this at the time: ""Thousands of pack horses lie dead along the way, sometimes in bunches under the cliffs, with pack saddles and packs where they've fallen from the rock above, sometimes in tangled masses, filling the mud holes and furnishing the only footing for our poor pack animals on the march, often, I regret to say, exhausted, but still alive, a fact we were unaware of, until after the miserable wretches turned beneath the hooves of our cavalcade.","Իսկ Կանադայի ՆԳ նախարարն այդ ժամանակ գրեց. &lt;&lt;Հազարավոր լծված ձիեր ընկած են ճանապարհի երկայնքով, երբեմն քարափին կույտերով` կապկպած թամբերով և ժայռերից գլորված ծանրոցներով, երբեմն խառնիխուռն կուտակումներ, որոնք լցնում էին ցեխոտ փոսերը ճանապարհ հարթելով մեր խեղճ կենդանիների համար, հաճախ, ես ափսոսանքով եմ ասում, հյուծված, բայց դեռևս կենդանի, փաստ, որի մասին մենք անտեղյակ էինք, մինչև խղճուկ մարդկանց` մեր հեծելախմբի պայտերի տակ հայտնվելը:","['հարյուրավոր/հազարավոր', 'մասին/մասն', 'միլիոնավոր', 'տեսակ/տեսակի']",մասին/մասն
of,"And when Stuxnet infects one of these, that's a massive revolution on the kinds of risks we have to worry about.","ապա համընդհանուր հեղափոխություն է, ռիսկ, որի մասին պետք է լուրջ մտահոգվենք, քանի որ ամեն ինչ ղեկավարվում է նրանցով:","['հարյուրավոր/հազարավոր', 'մասին/մասն', 'միլիոնավոր', 'տեսակ/տեսակի']",մասին/մասն
of,"The mere fact that somebody would even just sit down, pull out a piece of paper and think about someone the whole way through, with an intention that is so much harder to unearth when the browser is up and the iPhone is pinging and we've got six conversations rolling in at once, that is an art form that does not fall down to the Goliath of ""get faster,"" no matter how many social networks we might join.","Թեկուզ միայն այն փաստը, որ ինչ-որ մեկը նստում է, թուղթ հանում, ու մտածում ինչ-որ մեկի մասին ամբողջ ընթացքում, ինչը դժվար է, երբ ինտերնետում ես, ու միանգամից հինգ մարդու հետ ես խոսում։ Այն արվեստի ձև է, որ կապ չունի արագության հետ ու թե քանի սոցցանցերի կմիանանք։","['հարյուրավոր/հազարավոր', 'մասին/մասն', 'միլիոնավոր', 'տեսակ/տեսակի']",մասին/մասն
of,"In fact, people had talked about it for a long time, but they could never simulate properly whether it would work or not, and so it's through the advent of modern supercomputers that now you can simulate and see that, yes, with the right materials approach, this looks like it would work.","Իրականում, մարդիկ դրա մասին մտորել են շատ երկար ժամանակ, բայց նրանք երբեք չեն կարողացել հստակ նախագծել, եթե այն կաշխատի, թե` ոչ, իսկ գերժամանակակից համակարգիչների միջոցով, հեշտությամբ կարելի է փորձարկել և տեսնել, որ, այո, ճիշտ ընտրված հումքի պարագայում, այս ձեւը գուցեև աշխատի:","['հարյուրավոր/հազարավոր', 'մասին/մասն', 'միլիոնավոր', 'տեսակ/տեսակի']",մասին/մասն
of,"We actually don't choose between experiences, we choose between memories of experiences.","Մենք իրականում ընտրություն չենք կատարում փորձառությունների միջև, մենք ընտրում ենք փորձառությունների մասին հիշողությունների միջև:","['հարյուրավոր/հազարավոր', 'մասին/մասն', 'միլիոնավոր', 'տեսակ/տեսակի']",մասին/մասն
of,"And when I think about that, I think about a vacation we had in Antarctica a few years ago, which was clearly the best vacation I've ever had, and I think of it relatively often, relative to how much I think of other vacations.","Եվ երբ ես մտածում եմ դրա մասին, ես մտածում եմ այն արձակուրդի մասին, որ մենք Անտարկտիդայում անց կացրինք մի քանի տարի առաջ, որը հաստատ իմ ունեցած ամենալավ արձակուրդն էր, և ես դրա մասին համեմատաբար հաճախ եմ մտածում, համեմատած, թե ինչքան եմ մտածում մյուս արձակուրդների մասին:","['հարյուրավոր/հազարավոր', 'մասին/մասն', 'միլիոնավոր', 'տեսակ/տեսակի']",մասին/մասն
of,"(Laughter) And what happens is when you think about living in California, you are thinking of the contrast between California and other places, and that contrast, say, is in climate.","(Ծիծաղ) Եվ ինչ է պատահում, երբ մտածում եք Կալիֆորնիայում ապրելու մասին, դուք մտածում եք Կալիֆորնիայի և մյուս տեղերի միջև եղած հակադրության մասին, և այդ հակադրությունն, ասենք, կլիման է:","['հարյուրավոր/հազարավոր', 'մասին/մասն', 'միլիոնավոր', 'տեսակ/տեսակի']",մասին/մասն
of,This kind of indirect speech is rampant in language.,Այս տեսակ անուղղակի խոսքը անկառավարելի է լեզվի մեջ։,"['հարյուրավոր/հազարավոր', 'մասին/մասն', 'միլիոնավոր', 'տեսակ/տեսակի']",տեսակ/տեսակի
of,"(Laughter) Well, it has kind of a right-leaning bias.","/Ծիծաղ/ Այն մի տեսակ դեպի աջ կողմ թեքվելու հակում ունի: Հիմա ես ցույց կտամ ... քանի որ սա գիտություն է, ուրեմն ղեկավարվող փորձ կանենք:","['հարյուրավոր/հազարավոր', 'մասին/մասն', 'միլիոնավոր', 'տեսակ/տեսակի']",տեսակ/տեսակի
in,"But I really hope that they will find that their multiplicity is going to open and create a lot of doors for them in their lives, and that they can use this as a way to find commonality in a world that's increasingly global today.","Ես լիահույս եմ, որ իրենք կհասկանան, որ իրենց բազմազգությունը կյանքում իրենց առջև շատ դռներ է բացելու և ստեղծելու, և որ իրենք կկարողանան դա օգտագործել՝ ընդհանրություն գտնելու մի աշխարհում, որն այսօր գնալով գլոբալանում է:","['առավոտյան/առջև', 'հնդկաստանում/ի/իմ']",առավոտյան/առջև
in,"When I ran out of the building at three in the morning, I saw something that stopped me in my tracks.","Երբ առավոտյան ժամը 3-ին դուրս վազեցի տնից, աչքիս զարնվեց մի այնպիսի տեսարան, որ ինձ գամեց տեղումս:","['առավոտյան/առջև', 'հնդկաստանում/ի/իմ']",առավոտյան/առջև
in,"Darwin himself, by the way, had no doubts that the peacock's tail was beautiful in the eyes of the peahen.","Ի միջի այլոց, Դարվինն ինքն էլ որ սիրամարգի պոչը գեղեցիկ է էգ սիրամարգի աչքերով:","['առավոտյան/առջև', 'հնդկաստանում/ի/իմ']",հնդկաստանում/ի/իմ
in,"Work in my lab is focused on the first critical period in development, and that is the period in which babies try to master which sounds are used in their language.","Իմ փորձերը կենտրոնացած էին զարգացման առաջին կրիտիկական ժամանակահատվածի վրա, դա այն ժամանակահատվածն է, երբ փոքրիկները փորձում են հասկանալ, թե ինչ հնչյուններ են օգտագործվում իրենց լեզվում:","['առավոտյան/առջև', 'հնդկաստանում/ի/իմ']",հնդկաստանում/ի/իմ
in,"And it's in complete silence when I filmed it, because I was only hearing the music in my head, imagining the choir that would one day come to be.","Ես նկարահանել էի դա լռության մեջ, քանի որ երաժշտությունը միշտ իմ գլխում էր, պատկերացնում էի այն երգչախումբը, որ մի օր կրականանար:","['առավոտյան/առջև', 'հնդկաստանում/ի/իմ']",հնդկաստանում/ի/իմ
in,Furniture that I can't fit in my ratty apartment.,"Կահույք, որը չեմ կարող տեղավորել իմ խղճուկ բնակարանում:","['առավոտյան/առջև', 'հնդկաստանում/ի/իմ']",հնդկաստանում/ի/իմ
in,"Because I'm not in charge of anything, and you could be the editor in chief of American Vogue or the CEO of H&amp;M, or the next Steven Meisel.","Չէ՞ որ ինձանից ոչինչ կախված չէ: Կարող ես դառնալ ամերիկյան Vogue-ի գլխավոր խմբագիրը, կամ էլ H&amp;M-ի գործադիր տնօրենը, կամ հաջորդ Սթիվեն Մեյսլը:","['առավոտյան/առջև', 'հնդկաստանում/ի/իմ']",հնդկաստանում/ի/իմ
in,"And in order to understand it, what we want to see is the way, in this new kind of language, there is new structure coming up.","Եվ դա հասկանալու համար, այն ինչ ուզում ենք տեսնել, այն է , որ լեզվի այս նոր ձևում նոր կառուցվածք է պատրաստվում ի հայտ գալ:","['առավոտյան/առջև', 'հնդկաստանում/ի/իմ']",հնդկաստանում/ի/իմ
just,"The point that I would like to ask you to try to do, is just in 30 seconds -- and I know this is in a sense an impossible task -- write down what you think is probably some of the top priorities.","Ես ցանկանում եմ խնդրել ձեզ փորձել ընդամենը 30 վայրկյանում, (գիտեմ որ սա ինչ-որ չափով անհնարին հանձնարարություն է) գրեք, թե ինչ եք մտածում գլխավոր գերակայությունների վերաբերյալ:","['ընդամենը', 'միայն', 'պարզապես']",ընդամենը
just,1945 there were just 100 countries in the world.,1945 թ.-ին աշխարհում կար ընդամենը 100 երկիր։,"['ընդամենը', 'միայն', 'պարզապես']",ընդամենը
just,"And when you bring group interests into account, so it's not just me, it's my team versus your team, whereas if you're evaluating evidence that your side is wrong, we just can't accept that.","Եթե դա դիտարկենք շահերի բախման օրինակով, ապա դա միայն ես չեմ, այլ իմ թիմը ընդդեմ քո թիմին է մինչդեռ, երբ գիտակցում ենք այն փաստը, որ մեր կողմը սխալ է, դեռ շարունակում ենք այն չընդունել:","['ընդամենը', 'միայն', 'պարզապես']",միայն
just,"Maybe it's time we get a toolbox that doesn't just count what's easily counted, the tangible in life, but actually counts what we most value, the things that are intangible.","Գուցե ժամանակն է, որ մենք ձեռք բերենք գործիքներ, որոնք հաշվարկում են ոչ միայն այն, ինչը հեշտորեն հաշվելի է, կյանքի շոշափելի բաները, սակայն հաշվարկի այն, ինչը մենք առավել գնահատում ենք, անշոշափելի բաները:","['ընդամենը', 'միայն', 'պարզապես']",միայն
just,"I just couldn't believe the poetry of all of it -- these souls all on their own desert island, sending electronic messages in bottles to each other.","Ես պարզապես չէի կարողանում հավատալ այս ամենին. ահա այս հոգիները իրենց սեփական անապատային կղզիներից, շշերի մեջ տեղադրած էլեկտրոնային հաղորդագրություններ են ուղարկում միմյանց:","['ընդամենը', 'միայն', 'պարզապես']",պարզապես
just,But just being wrong doesn't feel like anything.,Բայց պարզապես սխալ լինելը որևէ զգացմունք չի առաջացնում։,"['ընդամենը', 'միայն', 'պարզապես']",պարզապես
just,"When you write, because it's a conscious process, because you can look backwards, you can do things with language that are much less likely if you're just talking.","Երբ դու գրում ես, որովհետև դա գիտակցված պրոցես է, որովհետև կարող ես հետ նայել, կարող ես լեզվի հետ անել բաներ, որոնք շատ ավելի քիչ հավանական են, եթե դու պարզապես խոսում ես:","['ընդամենը', 'միայն', 'պարզապես']",պարզապես
just,It's just part of your neighborly duty.,"Այն պարզապես ձեր պարտքն է, որպես հարևան:","['ընդամենը', 'միայն', 'պարզապես']",պարզապես
call,We call this the orbiting mode.,Մենք սա անվանում ենք ուղեծրի շուրջ պտտվելու ռեժիմ:,"['անվանել/անվանում', 'կոչում/կոչված/կոչվող/կոչվում']",անվանել/անվանում
call,"What Tony sees in that moment is the project of philosophy, the project that begins in wonder -- what Kant called ""admiration and awe at the starry sky above and the moral law within.""","Այդ պահին Թոնին տեսավ փիլիսոփայության ծրագիրը, ծրագիր, որ սկսվում է զարմանքով, որը Կանտն անվանում էր «հիացմունք և ահ վերևի աստղազարդ երկնքից և ներսի բարոյական օրենքից»։","['անվանել/անվանում', 'կոչում/կոչված/կոչվող/կոչվում']",անվանել/անվանում
call,I call it the golden circle.,Ես այն ոսկե շրջան եմ անվանում:,"['անվանել/անվանում', 'կոչում/կոչված/կոչվող/կոչվում']",անվանել/անվանում
call,So what do we call this?,"Այսպիսով, ի՞նչ ենք մենք սա անվանում։","['անվանել/անվանում', 'կոչում/կոչված/կոչվող/կոչվում']",անվանել/անվանում
call,"There's a piece by a composer, an American composer called John Cage.","Ամերիկյան կոմպոզիտոր Ջոն Քեյջը ունի մի ստեղծագործություն, որը կոչվում է «Արիա»:","['անվանել/անվանում', 'կոչում/կոչված/կոչվող/կոչվում']",կոչում/կոչված/կոչվող/կոչվում
call,"It's called ""Our Choice"" and the author is Al Gore.",Այն կոչվում է «Մեր ընտրությունը» և հեղինակը Ալ Գորն է:,"['անվանել/անվանում', 'կոչում/կոչված/կոչվող/կոչվում']",կոչում/կոչված/կոչվող/կոչվում
call,"So what I did was, I filmed six of my friends and then, using video mapping and video projection, I created a video sculpture, which was these six friends projected into jars. (Laughter) So now I have this collection of my friends I can take around with me whenever I go, and this is called Animalia Chordata, from the Latin nomenclature for human being, classification system.","Այսպես, ես նկարահանեցի իմ վեց ընկերներին և հետո օգտագործելով արտապատկերումն ու տեսագրային պրոյեկցիան` ստեղծեցի տեսագրային քանդակ` վեց ընկերներիս պրոյեկցիան բանկայի մեջ: (Ծիծաղ) Հիմա ես ունեմ իմ ընկերների հավաքածուն, ես այն կարող եմ հետս տանել ուր էլ որ գնամ, և սա կոչվում է Ողնաշարավորների թագավորություն, որն առաջացել է լատիներեն մարդկանց անվանակարգության դասակարգման համակարգից:","['անվանել/անվանում', 'կոչում/կոչված/կոչվող/կոչվում']",կոչում/կոչված/կոչվող/կոչվում
call,"This is sort of a self-portrait taxidermy time capsule piece called A Point Just Passed, in which I project myself on top of a time card punch clock, and it's up to you.","Սա կարծես ժամանակի մեջ ճամփորդող ինքնադիմանկարի խրտվիլակ է, որը կոչվում է «անցած պահ», որում ես ինձ պրոյեկտել եմ ժամացույցի մեջ, և դուք եք այն աշխատեցնում:","['անվանել/անվանում', 'կոչում/կոչված/կոչվող/կոչվում']",կոչում/կոչված/կոչվող/կոչվում
call,"In March, I moved to Rwanda on a scholarship program called ""Bridge2Rwanda.""","Մարտ ամսին ես գնացի Ռուանդա մի կրթաթոշակային ծրագրով, որը կոչվում է Կամուրրջ դեպի Ռուանդա:","['անվանել/անվանում', 'կոչում/կոչված/կոչվող/կոչվում']",կոչում/կոչված/կոչվող/կոչվում
call,"A key thing is that the major violence genes, it's called the MAO-A gene.","Հիմնականը բռնության գեներն են, որոնք կոչվում են մեկ ամինախումբ պարունակող օքսիդազա ֆերմենտային գեներ:","['անվանել/անվանում', 'կոչում/կոչված/կոչվող/կոչվում']",կոչում/կոչված/կոչվող/կոչվում
there,(Laughter) There's no audience like this to justify their rehearsal time.,"(ծիծաղ) Այնտեղ չկա այսպիսի հանդիսատես, որպեսզի արդարացնի նրանց փորձերի ժամանակը:","['այնտեղ/այստեղ', 'գոյություն', 'կա/կան/կար/կային']",այնտեղ/այստեղ
there,Is any of it true? Is there an element of truth in it?,Ո՞րն է ճիշտը: Այնտեղ որևէ ճիշտ բան կա՞:,"['այնտեղ/այստեղ', 'գոյություն', 'կա/կան/կար/կային']",այնտեղ/այստեղ
there,This little black dot there is a 3D accelerometer.,Այնտեղ գտնվող սև կետը 3D տարածաչափական ուժեղացուցիչ է:,"['այնտեղ/այստեղ', 'գոյություն', 'կա/կան/կար/կային']",այնտեղ/այստեղ
there,"And additionally, there is a psychological aversion to doodling -- thank you, Freud.","Ավելացնեմ, որ գոյություն ունի հոգեբանական հակակրանք խզբզելու նկատմամբ, հատուկ շնորհակալություն Ֆրեյդին:","['այնտեղ/այստեղ', 'գոյություն', 'կա/կան/կար/կային']",գոյություն
there,One of the things that concerns us is whether or not there really is an epidemic of autism.,"Այն հարցերից մեկը, որ մեզ անհանգստացնում է այն է , թե արդյոք իսկապես գոյություն ունի աուտիզմի համախտանիշ։","['այնտեղ/այստեղ', 'գոյություն', 'կա/կան/կար/կային']",գոյություն
there,"There are two kinds of errors people make when trying to decide what the right thing is to do, and those are errors in estimating the odds that they're going to succeed, and errors in estimating the value of their own success.","Գոյություն ունեն երկու տեսակի սխալներ, որոնք մարդիկ գործում են ճիշտ գործողություն որոշելիս : Դրանք են հաջողության հասնելու հավանականության գնահատման սխալներ և սեփական հաջողության արժեքի գնահատման սխալներ:","['այնտեղ/այստեղ', 'գոյություն', 'կա/կան/կար/կային']",գոյություն
there,"Maybe there's a kind of below the surface, quiet riot that animates us all the time.","Գուցե գոյություն ունի մեկ այլ թաքնված ապստամբություն, որն անըդհատ աշխուժացնում է մեզ:","['այնտեղ/այստեղ', 'գոյություն', 'կա/կան/կար/կային']",գոյություն
there,"There were seven more men, on my father's side, starting then, Cornells, that were all murderers.","Հորս կողմից դեռ 7-ից ավելի մարդիկ կային, բոլոր Կորնելները, ովքեր մարդասպաններ էին:","['այնտեղ/այստեղ', 'գոյություն', 'կա/կան/կար/կային']",կա/կան/կար/կային
become,"I admired them, and I decided to become a doctor.","Ես հիացա նրանցով, և որոշեցի բժիշկ դառնալ:","['դարձա/դարձավ/դարձել', 'դառնալ/դառնալու/դառնում/կդառնա']",դառնալ/դառնալու/դառնում/կդառնա
become,"64 becomes 6,400.","64 դառնում է 6,400,","['դարձա/դարձավ/դարձել', 'դառնալ/դառնալու/դառնում/կդառնա']",դառնալ/դառնալու/դառնում/կդառնա
become,"If we can go back and redefine ourselves and become whole, this will create a cultural shift in the world, and it will give an example to younger generations so that they can reconceive their own lifespan.","Եթե մենք կարողանանք հետ վերադառնալ և վերագտնել մեզ, դառնալ լիարժեք, դա աշխարհի մասշտաբով փոփոխությունների կհանգեցնի, երիտասարդ սերունդներին օրինակ կծառայի, և նրանք կկարողանան իրենց կյանքի որոշ փուլեր վերանայել:","['դարձա/դարձավ/դարձել', 'դառնալ/դառնալու/դառնում/կդառնա']",դառնալ/դառնալու/դառնում/կդառնա
become,Einstein would not become a world famous icon for nearly another fifteen years.,"Էյնշտեյնը դեռ մոտ տասնհինգ տարի չէր դառնալու աշխարհահռչակ,","['դարձա/դարձավ/դարձել', 'դառնալ/դառնալու/դառնում/կդառնա']",դառնալ/դառնալու/դառնում/կդառնա
become,"We designed a three-step process -- train, equip and pay -- to invest more deeply in volunteers like Musu to become paraprofessionals, to become community health workers.","Մենք մշակեցինք երեք քայլանոց գործընթաց` վերապատրաստել,դեղորայք ու սարքավորումներ տրամադրել և վճարել, որպեսզի Մուսուի նման կամավորների մեջ խորապես ներդրվի պարապրոֆեսիոնալիզմը համայնքի բուժաշխատող դառնալու ցանկությունը:","['դարձա/դարձավ/դարձել', 'դառնալ/դառնալու/դառնում/կդառնա']",դառնալ/դառնալու/դառնում/կդառնա
become,"So, as we lose the context of our identity, it becomes incredibly important that what you share becomes the context of shared narrative, becomes the context in which we live.","Այսպես, երբ մենք սկսում ենք կորցնել մեր ինքնությունը, դրան սկսում է փոխարինել այն պատմությունը, որով մենք կիսվում ենք, ինչն էլ վերածվում է հավաքական փորձի, դառնում է այն միջավայրը, որում մենք ապրում ենք:","['դարձա/դարձավ/դարձել', 'դառնալ/դառնալու/դառնում/կդառնա']",դառնալ/դառնալու/դառնում/կդառնա
become,"No longer just a foreign language on the school curriculum, and no longer the sole domain of mother England, it has become a bandwagon for every English-speaking nation on earth.",Այն արդեն ընդամենը դպրոցում ուսուցանվող առարկա չէ: Եվ արդեն ոչ մենակ մայր Անգլիայի միակ ոլորտը: Այն դարձել է համընդհանուր շարժում աշխարհի յուրաքանչյուր անգլախոս երկրում:,"['դարձա/դարձավ/դարձել', 'դառնալ/դառնալու/դառնում/կդառնա']",դարձա/դարձավ/դարձել
