concept,source language text,target language text,variations,label
how,"How's Rosie doing, Jim?","எப்படி ரோஸி, ஜிம் செய்கிறாள்?","['எப்படி', 'எத்தனை', 'எவ்வாறு', 'எவ்வளவு']",எப்படி
how,How did you find out?,எப்படி கண்டுபிடிக்க?,"['எப்படி', 'எத்தனை', 'எவ்வாறு', 'எவ்வளவு']",எப்படி
how,- Don't tell her how the story ends.,- கதை முடிவடைகிறது எப்படி அவளிடம் சொல்ல வேண்டாம்.,"['எப்படி', 'எத்தனை', 'எவ்வாறு', 'எவ்வளவு']",எப்படி
how,How much for this to go away?,விட்டு எவ்வளவு இந்த செல்ல?,"['எப்படி', 'எத்தனை', 'எவ்வாறு', 'எவ்வளவு']",எவ்வளவு
how,- How long you guy's been here?,- நீங்கள் எவ்வளவு நேரம் பையன் இங்கே இருந்தது?,"['எப்படி', 'எத்தனை', 'எவ்வாறு', 'எவ்வளவு']",எவ்வளவு
year,That children's medicine is now 60 dollars a person a year.,இப்போது குழந்தைகளுக்கான மருந்து வெறும் $60-ஆக (ஒரு மனிதனுக்கு ஒரு ஆண்டுக்கு) குறைந்துவிட்டது.,"['ஆண்டு', 'வருடம்', 'வயது']",ஆண்டு
year,"The person, in my view, who has done the best job of this in the health care area, of building a system in a very poor area, is Dr. Paul Farmer, who, many of you know, has worked for now 20 years with his group, Partners in Health, primarily in Haiti where he started, but they've also worked in Russia, in Peru and other places around the world.","என் பார்வையில், ஒரு மனிதர், நலத்திட்டங்கள் குறித்து, சிறந்த முறையில் பணியாற்றி ஏழைகளுக்கு ஒரு அமைப்பை உருவாக்கினார் என்றால் அது Dr. பால் ஃபார்மர் ஆவார். அவருடைய குழுவில் அவர் 20 ஆண்டுகள் பணியாற்றியுள்ளார் என்று உங்கள் எல்லோருக்கும் தெரியும். அவரது குழு ""பார்ட்னர்ஸ் இன் ஹெல்த்""-இல் அவர் முதன்மையாக ஹைட்டி நாட்டில் தொடங்கினார் என்பது தெரியும். அவர்கள் ரஷ்யா, பெரு மற்றும் உலகின் இதர இடங்களிலும் வேலை செய்துள்ளார்கள்.","['ஆண்டு', 'வருடம்', 'வயது']",ஆண்டு
year,"Over the last few years, I haven't had that much time to really think.","கடந்த சில வருடங்களாக, எனக்கு சிந்திக்க, உண்மையாக சிந்திக்க, நேரம் கிடைக்கவில்லை.","['ஆண்டு', 'வருடம்', 'வயது']",வருடம்
year,And what's happened in the past year alone is the dairy industry -- where this card's used for milk and yogurt and eggs and hummus -- the dairy industry has gone up 30 percent.,"இந்த மின் அட்டை விநியோக முறையால் சென்ற வருடம் மட்டும் பால், தயிர், வெண்ணெய் வகைகள் விற்பனையின் மூலம் உள்ளூர் பால்பண்ணை உற்பத்தி 30% சதவிகிதம் அதிகரித்துள்ளது.","['ஆண்டு', 'வருடம்', 'வயது']",வருடம்
year,"When I arrived in L.A. about nine years ago, I came across a policy statement -- very well-intentioned -- which said, ""College begins in kindergarten.""","உத்தேசமாக ஒன்பது வருடங்களுக்கு முன்னர், நான் ஒரு அடிப்படை வாத கட்டளை ஒன்றை கண்டேன், அது நன்றாக உறுதிப்படுதப்படிருந்தது, அது சொன்னது, ""கல்லூரி பாலர் வகுப்பில் தொடங்குகிறது.""","['ஆண்டு', 'வருடம்', 'வயது']",வருடம்
all,"Now in the middle of all this five senses work, I suddenly remembered the solar-powered clocks project from my youth.",இப்போது இந்த ஐம்புலன்கள் தத்துவம் பற்றிய அனைத்து வேலைகளுக்கு இடையே திடீரென எனது வாலிபத்தின் சூரிய ஆற்றல் கடிகாரங்கள் வடிவமைப்பு திட்டம் நினைவிற்கு வந்தது,"['அனைத்து/அனைவர்', 'எல்லா/எல்லாம்']",அனைத்து/அனைவர்
all,"Everything we lovingly put in our homes, like flat-panel TVs, internet-connected fridges and artisanal furnishings all had to go.","நம் வீடுகளில் அன்புடன் வைக்கும் அனைத்தும் உதாரணமாக: ஃப்ளாட்-பானல் டிவி, இணையத்துடன்- இணைந்த ஃப்ரிஜ்கள் வீட்டிலுள்ள கைவினை பொருட்கள், எல்லாம் எடுக்க வேண்டியிருந்தது","['அனைத்து/அனைவர்', 'எல்லா/எல்லாம்']",அனைத்து/அனைவர்
all,The disinvestment that began in the 1960s set the stage for all the environmental injustices that were to come.,அனைத்து சுற்றுச் சூழல் அநியாயங்களுக்குமான மேடையை அமைத்தது.,"['அனைத்து/அனைவர்', 'எல்லா/எல்லாம்']",அனைத்து/அனைவர்
all,"I ain't no cop, I'm just a private citizen concerned about his personal safety, all right?","நான் இருக்கிறேன், எந்த போலீஸ் அல்ல ஒரு தனியார் குடிமகனாக அவரது தனிப்பட்ட பாதுகாப்பு, அனைத்து உரிமை பற்றி கவலை?","['அனைத்து/அனைவர்', 'எல்லா/எல்லாம்']",அனைத்து/அனைவர்
all,We thought we could fix all this.,நாம் அனைத்து இதை சரிசெய்ய முடியும் என்று நினைத்தேன்.,"['அனைத்து/அனைவர்', 'எல்லா/எல்லாம்']",அனைத்து/அனைவர்
all,"This bill proposes to amend the Genetic Information Nondiscrimination Act, popularly known as GINA, and would allow employers to ask about family medical history and genetic data to all employees for the first time.","பொதுவாக ஜி ஐ என் எ என்றழைக்கப்படும் இந்த மசோதா, மரபணு தகவல் பாகுபாடற்ற சட்டத்தை திருத்தி அமைக்க முன்மொழிகிறது. வேலையில் அமர்த்துபவர் குடும்ப மருத்துவ வரலாறு மற்றும் மரபணு தரவு பற்றி வினவ அனுமதிக்கிறது எல்லா ஊழியர்களுக்கும் முதல் முறையாக.","['அனைத்து/அனைவர்', 'எல்லா/எல்லாம்']",எல்லா/எல்லாம்
all,"Just think about it, all right?","எல்லா உரிமையும், அதை பற்றி யோசிக்க?","['அனைத்து/அனைவர்', 'எல்லா/எல்லாம்']",எல்லா/எல்லாம்
all,"Everything all right, sweetness?","எல்லாம் சரியாகிவிடும், இனிப்புக்கு?","['அனைத்து/அனைவர்', 'எல்லா/எல்லாம்']",எல்லா/எல்லாம்
all,"Upon careful reflection, you are to be relieved of all duties with immediate effect.",கவனமாக ஆராய்தபிறகு... எல்லா பொறுப்பிலிருந்தும் நீங்க நீக்கப்படுறீங்க உடனடியாக.,"['அனைத்து/அனைவர்', 'எல்லா/எல்லாம்']",எல்லா/எல்லாம்
time,"I'm gonna have rocky road before you eat it all, like you did the last time.","நான் அதை அனைத்து சாப்பிட முன் பாறை சாலை வேண்டும் போகிறேன், போன்ற நீங்கள் கடந்த காலத்தில் செய்யவில்லை.","['காலம்', 'முறை', 'நேரம்']",காலம்
time,"So social scientists have spent a lot of time looking at the effects of our body language, or other people's body language, on judgments.","சமூக அறிவியலாளர்கள் நிறைய நேரம் செலவழித்துள்ளார்கள், மனிதர்களின் தோற்ற அமைவிற்கும் அதன் காரணமாக தீர்மானிக்கப்படும் கருத்துகளுக்கும் உள்ள தொடர்பை பற்றி அறிவதில்.","['காலம்', 'முறை', 'நேரம்']",நேரம்
time,There's no time to settle down.,அங்கே நிலைகொள்ளுவதற்கு நேரம் இல்லை.,"['காலம்', 'முறை', 'நேரம்']",நேரம்
time,"Hey,Luke, time to wake up.","ஏய், லூக்கா, எழுப்ப நேரம்.","['காலம்', 'முறை', 'நேரம்']",நேரம்
time,"Until this goes Code Zero, we got nothing but time.","இந்த கோட் ஜீரோ, செல்லும் வரை நாம் ஆனால் நேரம் எதுவும் கிடைக்கவில்லை.","['காலம்', 'முறை', 'நேரம்']",நேரம்
time,"Hurry, we don't have much time.","அவசரத்தில், நாம் எவ்வளவு நேரம் இல்லை.","['காலம்', 'முறை', 'நேரம்']",நேரம்
time,"Sam, I don't have time.","சாம், என்னிடம் நேரம் இல்லை.","['காலம்', 'முறை', 'நேரம்']",நேரம்
time,"I have been cleaning, and I have been having sex with him three times a week, just like it says in the Bible.","நான் சுத்தம் வருகின்றன, நான் அவருடன் மூன்று முறை ஒரு வாரம் உடலுறவு கொண்டு, அதை பைபிள் கூறுகிறது போன்ற.","['காலம்', 'முறை', 'நேரம்']",முறை
good,"You know? And she gave the best comment ever, and people turned around and were like, oh my God, I didn't even notice her sitting there. (Laughter) She comes back to me months later, and I realized that she had not just faked it till she made it, she had actually faked it till she became it.","அதே போல், அவள்தான் மிக சிறந்த கருத்தை கூறினார். மற்ற மாணவர்கள் அவரை திரும்பி பார்த்து, இறைவா, அவர் வகுப்பில் இருக்கிறார் என்று நான் கவனித்ததில்லையே (சிரிப்பு) சில மாதங்குக்கு பின், அவர் மீண்டும் வந்தார். அப்பொழுது நான் உணர்ந்தேன் அவர் வெற்றி அடையும்வரை நடிக்கவில்லை, நடிப்பே தான என்கிறவரையில் நடித்துள்ளார்.","['சிறந்த', 'நல்/நல்ல', 'நன்றாக']",சிறந்த
good,"Here's our new law firm: We have the best lawyers with the biggest clients, we always perform for our clients.","சிறந்த வக்கீல்கள், வாடிக்கையாளர் எங்களிடமிருகின்றனர். எங்கள் வாடிக்கையாளர்களுக்கு சிறந்தவற்றை செய்கிறோம்.","['சிறந்த', 'நல்/நல்ல', 'நன்றாக']",சிறந்த
good,"And the best part is that, while you use a costly non-stick pan, you eat the so-called Teflon or Teflon-like material because after some time the stuff disappears. Where has it gone?","மிக சிறந்த பகுதி என்னவென்றால், அந்த விலையுயர்ந்த தவாவை உபயோக படுத்தும் போது, நீங்கள் டெப்லான் அல்லது டெப்லான் போன்ற பொருளையும் நீங்கள் உண்ணுகிறீர்கள். ஏனெனில், சில காலத்திற்கு பிறகு, அது மறைந்து விடுகிறது, அது எங்கே சென்றது?","['சிறந்த', 'நல்/நல்ல', 'நன்றாக']",சிறந்த
good,"He looked at me, puzzled, and said, ""Why doesn't the mailbox just check itself and tell us when it has mail?"" (Laughter) I was like, ""That's a pretty good question.""","அவன் என்னை வினோதமாக பார்த்து சொன்னது: "" ஏன் தபால் பெட்டியே பார்த்துக் கொண்டு தபால் உள்ளதா என்று தெரிவிக்கக் கூடாது?"" நான் திகைத்துப் போய் ,"" நல்ல கேள்வி தான் என்றேன்.""","['சிறந்த', 'நல்/நல்ல', 'நன்றாக']",நல்/நல்ல
good,"No, I'm not a very good father, but I supported her.","இல்லை, நான் ஒரு நல்ல தந்தை, இல்லை ஆனால் நான் அவளை ஆதரவு.","['சிறந்த', 'நல்/நல்ல', 'நன்றாக']",நல்/நல்ல
good,"NO, I'M GOOD.","இல்லை, நான் நல்ல இருக்கிறேன்.","['சிறந்த', 'நல்/நல்ல', 'நன்றாக']",நல்/நல்ல
good,Pick up the Bible since you ain't got no good tact!,நீங்கள் நல்ல திறமை இல்லை என்பதால் பைபிள் எடு!,"['சிறந்த', 'நல்/நல்ல', 'நன்றாக']",நல்/நல்ல
good,Isn't that a good thing?,இல்லை என்று ஒரு நல்ல விஷயம் ?,"['சிறந்த', 'நல்/நல்ல', 'நன்றாக']",நல்/நல்ல
say,"And I want to say that the head of our AIDS effort, and the person who also is primarily active in the wish I'll make tonight, Ira Magaziner, is here with me and I want to thank him for everything he's done.","மேலும், நமது ஏமமிலிக்கு மருந்து குறித்த முயற்சிக்கு தலைமை தாங்கிய மற்றும் நான் இந்த இரவு பொழுதில் கூற விரும்பும் விஷயத்தில் முதன்மையாக தன்னை முன்னிறுத்திக் கொண்டவரான இரா மகசினர், இப்போது என்னோடு உள்ளார், அவர் செய்த எல்லாவற்றிற்கும் அவருக்கு முதற்க்கண் நன்றி கூற விரும்புகிறேன்.","['சொல்', 'சொன்னார்', 'கூறு']",கூறு
say,There's no issue with fighting malaria and putting money in that and saving children's lives. That's not what I'm saying. That is fine.,மலேரியாவை எதிர்த்துப் போராடுவதும் பணத்தை அதில் போடுவதும் குழந்தைகளின் உயிர்களைக் காப்பாற்றுவதும் ஒரு பிரச்சினையும் இல்லை. நான் சொல்லிக் கொண்டிருப்பது அதுவல்ல.,"['சொல்', 'சொன்னார்', 'கூறு']",சொல்
say,So what we're saying is that scalability should not become an enemy of sustainability.,"நாங்கள் என்ன சொல்ல வருகிறோம் என்றால், வளர்வது வாழ்வாதாரத்திற்கு பகைவனை இருக்க கூடாது.","['சொல்', 'சொன்னார்', 'கூறு']",சொல்
now,"Now, my friend.","இப்போது, என் நண்பர்.","['இப்போது', 'இப்பொழுது/இப்போது', 'தற்போது']",இப்போது
now,"- Well, you're out of jail now.","- சரி, இப்போது நீங்கள் சிறைக்கு வெளியே உள்ளன.","['இப்போது', 'இப்பொழுது/இப்போது', 'தற்போது']",இப்போது
now,"Well, everything's fine now that you're here.","சரி, எல்லாமே நன்றாக இப்போது நீங்கள் இங்கே உள்ளீர்கள் என்று.","['இப்போது', 'இப்பொழுது/இப்போது', 'தற்போது']",இப்போது
now,"Now, Simon I'd like you to close your eyes.","இப்போது, சைமன்... ... நான் கண்களை மூட விரும்புகிறேன்.","['இப்போது', 'இப்பொழுது/இப்போது', 'தற்போது']",இப்போது
now,"Now listen, I'm on the phone to you guys at least a hundred times this year... someone should've said something.","இப்போது கேட்க, நான் உங்களுக்கு செய்ய தொலைபேசியில் am குறைந்தது நூறு முறை இந்த ஆண்டு... யாருக்காவது கூரியிருக்கவேண்டும் ஏதோ கூறினார்.","['இப்போது', 'இப்பொழுது/இப்போது', 'தற்போது']",இப்போது
now,"Well, I guess we will never know now, will we?","சரி, நான் நாங்கள் இப்போது தெரிய மாட்டேன் என்று நினைக்கிறேன், நாம்?","['இப்போது', 'இப்பொழுது/இப்போது', 'தற்போது']",இப்போது
now,"Now, that's not going to get you a Ph.D. at Harvard, but it's a lot more interesting than counting stamens. (Laughter) Now -- (Applause) -- the problem -- the problem is that even those of us sympathetic with the plight of indigenous people view them as quaint and colorful but somehow reduced to the margins of history as the real world, meaning our world, moves on.","இப்போது, அதுவொன்றும் ஹார்வர்டில் உங்களுக்கு ஒரு பிஎச்டி பட்டத்தைப் பெற்றுத் தரப்போவதில்லை, இருந்தாலும் அது ஸ்டேமென்களை எண்ணிக்கொண்டிருப்பதைவிட அதிகமாக ஆர்வத்தைத் தூண்டுவது. இப்போது, (கைதட்டல்) பிரச்சினை -- பிரச்சினையென்னவென்றால் நம்மில் தனிப்பட்ட மக்களின் இடம்பெயர்தலைக் குறித்து கரிசனையுள்ளவர்கள் கூட அவர்களை ஒரு கூட்டமாகவும் வர்ணமயமானவர்களாகவும் பார்த்திருக்கிறோம் ஆனால் ஒரு உண்மையான உலகம், நமது உலகை நினைத்துக் கொண்டு, ஓடிக்கொண்டிருக்கும் போது எப்படியோ வரலாற்றின் எல்லையை குறைத்து விட்டோம்.","['இப்போது', 'இப்பொழுது/இப்போது', 'தற்போது']",இப்பொழுது/இப்போது
then,"And when we did, my dad would say, ""Can you believe someone climbed a tree over there, picked this thing off it, put it in a truck, drove it all the way to the docks and then sailed it all the way across the Atlantic Ocean and then put it in another truck and drove that all the way to a tiny grocery store just outside our house, so they could sell it to us for 25 cents?""","அதை செய்யும் போது, அப்பா சொல்லுவார், ""உன்னால் நம்ப முடிகிறதா, யாரோ ஒருவர் அங்கே ஒரு மரம் ஏறி, இந்த பழத்தை பறித்து, ஒரு வாகனத்தில் அதை எடுத்துக் கொண்டு , துறைமுகத்துக்கு ஓட்டிச் சென்றுள்ளார். பின்னர் அது ஒரு கப்பலில், இவ்வளவு தூரம், அட்லாண்டிக் மகாசமுத்திரத்தைக் கடந்து, இங்கு வந்து அடைந்துள்ளது. பின்னர், ஒரு வாகனத்தில் ஏற்றி நம் வீட்டு அருகிலுள்ள, இந்த சின்ன காய்கறி கடையை வந்து அடைந்து, 25 சதத்திற்கு நம்மிடம் விலை போனது?""","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,They just sort of give you your computer and then kick you out of the nest.,அவர்கள் கணினியை கொடுத்துவிட்டு பின்னர் தனியாக விட்டு விடுவார்கள்.,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,Why do so many people reach success and then fail?,"ஏன் பலர் வெற்றியடைந்து, பின்னர் தோல்வி அடைகிறார்கள் ?","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"So if I could inspire even a fraction of you in the audience today to share this pioneering diagnostic approach with even one parent whose child is suffering from a developmental disorder, then perhaps one more puzzle in one more brain will be solved.","ஆகையால், இங்கே உள்ள ஒரு சில பார்வையாளர்களை ஊக்கமூட்டி அவர்களை இந்த முன்னோடியான தொழிநுட்பத்தை பற்றி வளர்ச்சி குறைபாடுள்ள குழந்தைகளின் ஒரு பெற்றோரிடம் பகிர்ந்தால், பின்னர், ஒருவேளை இன்னும் ஒரு மூளையில் உள்ள புதிர் தீர்வு செய்யப்படும்.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,All they do is tear your heart out and then leave you standing there like a damn fool.,"அவர்கள் செய்ய அனைத்து உங்கள் இதயம் பிய்த்து உள்ளது பின்னர் ஒரு மட்டமான முட்டாள், அங்கே நீங்கள் நின்று விட்டு.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,And then it stopped.,பின்னர் அது நின்றுவிட்டது.,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"Well, then are we going to a park?","சரி, பின்னர் நாங்கள் ஒரு பூங்கா போகிறீர்கள்?","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,Then let's go show them.,பின்னர் அவற்றை காண்பிக்க செல்லலாம்.,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
where,Where do they put it?,அதை அவர்கள் எங்கே வைப்பார்கள்?,"['அங்கு', 'எங்கே/எங்கு']",எங்கே/எங்கு
where,"Where are you, boy?","எங்கு சிறுவன், என்ன?","['அங்கு', 'எங்கே/எங்கு']",எங்கே/எங்கு
where,My daddy always taught me to check where you least expect to find anything.,என் அப்பா எப்போதும் பார்க்க எனக்கு கற்று நீங்கள் குறைந்தது எதையும் கண்டுபிடிக்க எதிர்பார்க்க எங்கே.,"['அங்கு', 'எங்கே/எங்கு']",எங்கே/எங்கு
where,Where were you two June 2?,எங்கு இரு ஜூன் 2 இருந்தன?,"['அங்கு', 'எங்கே/எங்கு']",எங்கே/எங்கு
where,Can you tell me where I might find the owner?,நான் உரிமையாளர் கண்டுபிடிக்க முடியவில்லை எங்கே நீங்கள் சொல்ல முடியுமா?,"['அங்கு', 'எங்கே/எங்கு']",எங்கே/எங்கு
where,Where are you from?,நீங்கள் எங்கே இருந்து?,"['அங்கு', 'எங்கே/எங்கு']",எங்கே/எங்கு
where,- So where are they?,- அவர்கள் எங்கு உள்ளனர் ?,"['அங்கு', 'எங்கே/எங்கு']",எங்கே/எங்கு
where,"Brenda, where are you going?","பிரெண்டா, நீங்கள் எங்கே போகிறீர்கள்?","['அங்கு', 'எங்கே/எங்கு']",எங்கே/எங்கு
where,"Where are you going, sir?",எங்கே சார் போகிறோம்?,"['அங்கு', 'எங்கே/எங்கு']",எங்கே/எங்கு
many,"Now let me ask you this question: This past week at TED, how many of you, when you saw vulnerability up here, thought it was pure courage?","இந்த கடந்த வார TED-ல் உங்களில் எத்தனை பேர், இங்கே வடுபடத்தக்க தன்மையை பார்த்தபோது, அது சுத்த தைரியம் என்று நினைத்தீர்கள்?","['எத்தனை', 'பல/பலர்']",எத்தனை
many,You'd measure how many -- EL: How many books they read and how many books they continued to read after you stopped paying them.,நீங்கள் அளப்பது எண்ணிக்கை இ.எல்: எத்தனை புத்தகங்களை அவர்கள் படிக்கின்றனர் தொடர்ந்து அவர்கள் எத்தனை புத்தகங்களை படிக்கின்றனர் நீங்கள் பணம் கொடுப்பதை நிறுத்தியப்பிறகு,"['எத்தனை', 'பல/பலர்']",எத்தனை
many,You'd measure how many -- EL: How many books they read and how many books they continued to read after you stopped paying them.,நீங்கள் அளப்பது எண்ணிக்கை இ.எல்: எத்தனை புத்தகங்களை அவர்கள் படிக்கின்றனர் தொடர்ந்து அவர்கள் எத்தனை புத்தகங்களை படிக்கின்றனர் நீங்கள் பணம் கொடுப்பதை நிறுத்தியப்பிறகு,"['எத்தனை', 'பல/பலர்']",எத்தனை
many,And how many apes will die?,எத்தனை மனிதக்குரங்குகள் சாகும்?,"['எத்தனை', 'பல/பலர்']",எத்தனை
many,- How many did we get?,- நாங்கள் எத்தனை கிடைத்தது?,"['எத்தனை', 'பல/பலர்']",எத்தனை
many,"The United States has, for many diseases, actually a quality which is below the average in OECD.",பல நோய்களுக்கான அமெரிக்காவின் தரம் OECD யில் சராசரியை விட கீழே இருந்தது.,"['எத்தனை', 'பல/பலர்']",பல/பலர்
many,"For many people, perhaps most, paralysis is an unspeakable horror, but my father's experience losing every system of his body was not an experience of feeling trapped, but rather of turning the psyche inwards, dimming down the external chatter, facing the recesses of his own mind, and in that place, falling in love with life and body anew.","பலருக்கு, அனேகமாக அனைவருக்கும் பக்கவாதம் சொல்ல இயலாத கொடுமை ஆனால் என் தந்தையின் அனுபவமோ அவர் உடலின் அனைத்து செயலையும் இழந்தது பொறியில் சிக்கிய அனுபவமாகஇல்லாமல் ஆன்மாவின் உள்-நோக்காக இருந்தது. வெளியே உள்ள அரவங்களை அடக்கி தன் ஆழ்-மனத்திற்குச் சென்று, பிறகு அந்த இடத்தில் வாழ்வுடனும் உடலுடனும் புதிய அன்பு","['எத்தனை', 'பல/பலர்']",பல/பலர்
many,"Well, that company was famously passed on by many smart investors because people thought, ""No one's going to rent out a space in their home to a stranger.""","பல ஸ்மார்ட் முதலீட்டாளர்களால் ஒதுக்கப்பட்ட புகழ் பெற்றது இது ஏனெனில் மக்கள் எண்ணினர் ""முகமறியாதவருக்கு எவரும் தங்கள் வீட்டில் இடத்தை வாடகைக்கு தரார்""","['எத்தனை', 'பல/பலர்']",பல/பலர்
many,"Initially, many of us were annoyed by its low, dull hum.",அதன் குறைவான மந்த ஓசையைக் கேட்டு நம்மில் பலர் முதலில் எரிச்சலடைந்தோம்.,"['எத்தனை', 'பல/பலர்']",பல/பலர்
many,And often womenswear requires far too many alterations.,"மேலும், மகளிருக்குடைய ஆடைகளில், பல திருத்தங்கள் செய்ய வேண்டியிருக்கும்.","['எத்தனை', 'பல/பலர்']",பல/பலர்
many,"Something that, in many ways, I wish no one would ever know, but here I feel kind of obliged to reveal.","ஏதோ ஒன்று, பல வழிகளிலும் யாரும் தெரிந்திருக்க கூடாது என நான் விரும்புவது. ஆனால் இங்கு அதை வெளிப்படுத்த கடப்பாடு உள்ளதாக உணர்கிறேன்.","['எத்தனை', 'பல/பலர்']",பல/பலர்
many,"I wanted to take him out, but there's too many witnesses.","நான், அவரை வெளியே அழைத்து செல்ல விரும்புகிறேன் ஆனால் பல சாட்சிகள் உள்ளன.","['எத்தனை', 'பல/பலர்']",பல/பலர்
old,One of the fastest ways to cut our dependence on old dirty fuels that are killing our planet.,விரைவான வழியில் நம் புவியை அழிக்கின்ற பழைய அசுத்தமான எரிமங்களின் மேல் உள்ள நமது பிடிப்பை தளர்த்த.,"['பழைய', 'வயதானவர்/வயது']",பழைய
old,"Funny, look much like the old one.","ஃபன்னி, மிகவும் பழைய ஒரு மாதிரி இருக்கும்.","['பழைய', 'வயதானவர்/வயது']",பழைய
old,"- Old passport won't cut a deal like this, not in today's security.","- பழைய பாஸ்போர்ட் குறைக்க மாட்டேன் இந்த ஒப்பந்தம், இன்றைய பாதுகாப்பு.","['பழைய', 'வயதானவர்/வயது']",பழைய
old,"For the next hour, I'm going to forget my life's a shit-show and seal this fucking deal using the old Vincent Swan magic.",சரி. கொஞ்ச நேரத்துக்கு நான் என் வாழ்க்கையவே மறக்கப் போறேன் பழைய வின்சென்ட் ஸ்வான் மாயைய வச்சு இந்த வாணிபத்தை முடிக்க போறேன்.,"['பழைய', 'வயதானவர்/வயது']",பழைய
old,You have Jokhim Chacha who is 300 years old.,ஜோக்ஹீம் மாமா உள்ளார். அவருக்கு வயது 300.,"['பழைய', 'வயதானவர்/வயது']",வயதானவர்/வயது
old,"Fast-forward, 2004: In the peak of our activism, the minister of Gender Liberia called me and said, ""Leymah, I have a nine-year-old for you.","2004-ல் எங்கள் சீர்திருத்தப் பணியில் தீவிரமாக இருக்கும் போது, லிபேரியாவின் மகளிர் பாலின மேம்பாட்டு அமைச்சர் என்னை அழைத்து ""லேமா, என்னிடம் 9 வயது சிறுமி இருக்கிறாள்.","['பழைய', 'வயதானவர்/வயது']",வயதானவர்/வயது
old,A challenge for society is to make use of those things that older people are better at doing.,சமுதாயத்துக்கான அறைகூவல் அவர்களை பயன்படுத்துவது தான் வயதானவர்கள் சிறப்பாக செய்யும் காரியங்களில்,"['பழைய', 'வயதானவர்/வயது']",வயதானவர்/வயது
