concept,source language text,target language text,variations,label
then,"Then we run experiments, build prototypes, make objects, bringing aspects of these futures to life, making them concrete and tangible so you can really feel the impact of those future possibilities here and now.","பின் நாங்கள் சோதனைகள் நடத்தி முன்மாதிரிகள் செய்து அந்த எதிர்காலங்களின் அம்சங்களுக்கு, உயிரூட்டும்படி பொருட்களை, மெய்யாகவும் தொட்டுணரக் கூடியதாகவும் செய்கிறோம் நீங்கள் அந்த எதிர்கால சாத்தியங்களின் தாக்கத்தை உண்மையில் உணரும்படி இங்கேயே இப்போதே.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"But if you look at creative practice as a form of research, or art as a form of R&amp;D for humanity, then how could a cyber illusionist like myself share his research?","ஆனால் நீங்கள் ஒரு ஆக்கபூர்வமான செயலை ஆராய்ச்சி என்று கருதினாலோ, அல்லது ஒரு கலையை மனிதாபிமான ஆராய்ச்சி மற்றும் முன்னேற்றம் என்று கருதினால் பிறகு என்னைப் போன்ற இணைய மாயஜால கலைஞர் எவ்வாறு ஆராய்ச்சிகளை பகிர முடியும்?","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,Then I'm glad I helped.,பிறகு நான் உதவி மகிழ்கிறேன்.,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,And then I understood that she was right.,பிறகு நான் அவள் என்று புரிந்து உரிமை,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"Beneath that, I'll put a two-by-two square, and next to that, a three-by-three square, beneath that, a five-by-five square, and then an eight-by-eight square, creating one giant rectangle, right?","இதன் கீழ் இரண்டின் இருபடியையும், அருகில் மூன்றின் இருபடியையும், அதன் கீழ் ஐந்தின் இருபடியையும், பின் எட்டின் இருபடியையும் சேர்த்தால், பெரிய செவ்வகத்தை உருவாக்கும் அல்லவா?","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"And then I remember, and I'm filled with so much hate","பின் நான் நினைவில், நான் மிகவும் வெறுக்கிறேன் கொண்டு பூர்த்தி நான்","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"But then I got into stuff that I didn't love, like management. I am the world's worst manager, but I figured I should be doing it, because I was, after all, the president of the company.","ஆனால் பிறகு நான் விரும்பாத வேலைகளில் ஈடுபடவேண்டியதாயிற்று, மேலாண்மை வேலைகள். உலகின் மோசமான மேலாளர் நான். ஆனால் ஒரு நிறுவனத்தின் தலைமை அதிபராக அதை நான் செய்தாக வேண்டிய கட்டாயத்தை உணர்ந்தேன்","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"When you're typing on your Blackberry, Android, iPhone, don't bother switching layouts to the punctuation layout to hit the period and then a space, then try to capitalize the next letter.","உங்கள் பிளாக்பெர்ரி, ஆண்ட்ராய்டு, ஐபோனில் தட்டச்சு செய்யும் போது நிறுத்தக்குறிகள் அமைப்பை மாறுவதற்கு கவலைப்பட தேவையில்லை காற்புள்ளி (Period) அடித்து விட்டு, பின்னர் ஒரு இடத்தை விட்டு பிறகு அடுத்த எழுத்து அடிக்கவும்.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"Then, the French imposed their brilliantly conceived airline tax to create a something called UNITAID, got a bunch of other countries to help.","பிறகு, பிரெஞ்சு அரசாங்கம் மிகவும் சிந்தித்து செயல்படுத்திய வான்பயண வரி, UNITAID உருவாக வழி செய்தது. ஏனைய நாடுகள் உதவிக்கு வர அழைத்தோம்.","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"But I missed my chance, then couldn't get there.","ஆனால் நான் என் வாய்ப்பு தவற, பின்னர் அங்கு முடியவில்லை.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"We have to find the right step to block, and then create a drug that does it.",தடுக்க சரியான படியைக் கண்டுபிடிக்க வேண்டும் பின் அதற்கு மருந்து தயாரிக்க வேண்டும்,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,We cannot have people on this level looking for food and shoes because then we get continued population growth.,"இந்த நிலைமையை மக்கள் அடைந்த பின் அவர்கள் மீண்டும் உணவிற்காகவும், ஷூவிற்காகவும் எதிர்பார்த்துக் கொண்டிருக்க மாட்டார்கள் அப்படியிருந்தார்கள் என்றால் நாம் இப்பொழுது இருப்பது போன்ற மக்கள் தொகை வளர்ச்சிதான் அப்பொழுதும் இருக்கும்","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"So we do everything that leads up to success, but then we get there. We figure we've made it, we sit back in our comfort zone, and we actually stop doing everything that made us successful.","எனவே தான் நாம் வெற்றியை அடைய அனைத்தும் செய்து... அதை அடைந்த பிறகு, நாம் சாதித்து விட்டதாக நினைத்து ஆறுதல் அடைகிறோம். அதோடு அந்த வெற்றிக்காக என்னென்னமோ செய்தோமோ அவை எல்லாவற்றையும் நிறுத்தி விடுகிறோம்.","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"And when he then walks back to the Media Lab, he can just go up to any wall and project all the pictures that he's taken, sort through them and organize them, and re-size them, etc., again using all natural gestures.","பின், அவர் மீடியா ஆய்வகத்திற்கு சென்று ஒரு சுவரில் அவர் எடுத்த புகைப்படங்களை அவரால் பார்க்க முடியும். வரிசை படுத்த முடியும் ,ஒழுங்கு படுத்த முடியும், அளவு பெரியது மற்றும் சிறியது இன்னும் பல, மறுபடியும் இயற்கையான சைகைகளை வைத்தே.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"I simply picked up the piece of fruit, dug at it with my nails, tried to flick it off, and then wondered, ""Was there another sticker?""","நான் சும்மா ஆப்பிளை எடுத்து நகத்தால் கிள்ளியெடுத்து, அதை சுண்டியெறிய முயலுகிறேன். பிறகு தேடுகிறேன் இன்னொரு ஸ்டிக்கர் இருக்கிறதா என்று?","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"(Laughter) And then I got excited when it started getting tens of hits, and then I started getting excited when it started getting dozens and then hundreds and then thousands and then millions.","(சிரிப்பு) அதுக்கு பிறகு, நான் உற்சாகம் ஆனேன், பத்துகணக்கில் மக்கள் வருகை தந்தபோது. மிகவும் உற்சாகமாக தொடங்கினேன், டசன் கணக்கில் மக்கள் வருகை தந்த போது, பின்னர் நுற்றுக்கணக்கில், ஆயிரக்கணக்கில், கோடிக்கணக்கில் மக்கள் வருகை தந்த போது.","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"(Laughter) And then after my treatment, it just felt like everyone was telling me what my experience was going to mean.",என்று என் கணவரைச் சொல்ல வைத்தது. என் சிகிச்சைக்குப் பிறகு எல்லோரும் என் அனுபவத்தின் பொருள் என்னவென்று சொன்னார்கள்,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,Then who is?,பிறகு யார் ?,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"When they realized that killing other people was... not a long-term solution, then they needed us back.","பிற மக்களை கொல்வது... நம்மை காப்பாற்ற தீர்வாகாது என உணர்ந்த பின், அவர்களுக்கு நாங்கள் மீண்டும் தேவைப்பட்டோம்.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,But then something interesting happened.,பிறகு சுவாரசியமாக ஒன்று நடந்தது,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,- Then take them out.,- பின் அவற்றை எடுத்து.,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"(Laughter) And then I said, ""It's bad, right?""","(சிரிப்பு) நான் பிறகு சொன்னேன், ""இது கெட்டது, தானே?""","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,And then we have others working in these other related programs.,பின் வெகு சிலர் மற்ற தொடர்புடைய திட்டங்களில் பணி செய்கிறார்கள்.,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"And then five days later, I received the news that I had breast cancer.","அதற்கு ஐந்து நாட்களுக்குப் பிறகு, எனக்கு கிடைத்த செய்தி எனக்கும் மார்பில் புற்று நோய் என்று","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"Well, he must be real proud of you, then.","சரி, அவர் பின்னர், நீங்கள் பெருமை உண்மையான இருக்க வேண்டும்.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,Then I'll disappear again.,பின்னர் நான் மீண்டும் மறைந்து கொள்கிறேன் .,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,Then say you're sorry.,பிறகு நீங்கள் மன்னிக்கவும் சொல்ல.,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"Well, that's it, then, it can't be done.","சரி, அது, பின்னர், அதை செய்ய முடியாது.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"If it's more being trapped on the way out, then you would expect it to be warmer here and cooler here. Here is the lower atmosphere.","வெளிச்செல்கிற வழியில் அது பிடிக்கப்படுமானால், பின் அது இங்கே சூடாகவும் இங்கே குளிராகவும் இருப்பதற்கு நீங்கள் எதிர்பார்ப்பீர்கள்.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"But then I stopped because I figured, ""Hey, I'm good enough.",பின்னர் நான் நல்ல தகுதியை அடைந்து விட்டதாகக் கருதி,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,Then why wouldn't he use it?,பிறகு ஏன் அதை அவர் பயன்படுத்தவில்லை?,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"And then, we are miserable, and we are looking for purpose and meaning, and then we feel vulnerable, so then we have a couple of beers and a banana nut muffin.","அதற்கு பின், நாம் வாழ்க்கையை வெறுத்து சோகமாகிறோம். நாம் நம்முடைய நோக்கம் என்ன, இதற்கு அர்த்தம் என்னவென்று தேடுகிறோம், அதற்கு பிறகு நாம் வடுபடத்தக்கவர்களாக உணர்கிறோம், அதனால் நாம் இரண்டு பீர் குடித்துவிட்டு, ஒரு வாழைப்பழ நட் மப்பின் சாப்பிடுவோம்.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"But then I stopped, because I figured, ""Oh, you know, I made it.",சாதித்து விட்டதாக நினத்துக்கொண்டு பின்னர் என் முயற்சிகளை நிறுத்தி விட்டு,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,Then you decide you wouldn't mind a few more.,"பின்னர், இன்னும் கொஞ்சம் குடிக்க தீர்மானம் செய்கிறீர்கள்,","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"Then we read your book and we renamed ourselves 'The Breakdown Babes.'"" (Laughter) And she said, ""Our tagline is: 'We're falling apart and it feels fantastic.'"" (Laughter) You can only imagine what it's like for me in a faculty meeting.","பிறகு நாங்கள் உன்னுடைய புத்தகத்தைப் படித்தோம் மற்றும் எங்களுடைய பெயர்களை மாற்றி கொண்டோம் தி ப்ரேக்டவுன் பேய்ப்ஸ்”. அவள் சொன்னாள், “எங்களுடைய முகப்புவரி: “நாங்கள் துண்டு துண்டாக உடைந்து போகிறோம் மற்றும் அது மிகவும் சிறப்பாக இருக்கின்றது"" (உரத்த சிரிப்பு) நீங்கள் கற்பனை மட்டுமே செய்ய முடியும் ஒரு துறை சார்ந்த கூட்டத்தில் எனக்கு எப்படி இருக்குமென்று.","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,Then we better get moving.,பின்னர் நாம் நன்றாக நகரும் கிடைக்கும்.,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,Then why are you avoiding him?,பிறகு ஏன் நீ அவனை தவிர்த்து வருகின்றன?,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"They had the compassion to be kind to themselves first and then to others, because, as it turns out, we can't practice compassion with other people if we can't treat ourselves kindly.","அவர்களிடம், ஒரு இறக்க உணர்ச்சி இருந்தது. முதலில், தங்களுக்கு தானே அன்பாக இருந்தார்கள், பிறகு மற்றவர்களிடம். ஏனென்றால், நாம் பிறரிடம் இறக்கத்துடன் பழக முடியாது, நாம் நம்மையே, அன்பாக பரிவுடன் நடந்து கொள்ளாவிட்டால்.","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"When you meet someone here at TED -- and this is the top networking place, of course, of the year -- you don't shake somebody's hand and then say, ""Can you hold on for a moment while I take out my phone and Google you?""","நீங்கள் இங்கு TED - இது புதியவர்களுடன் அறிமுகமாகும் சிறந்த இடம் - இங்கு நீங்கள் யாரையும் சந்திந்தால் அவருடைய கைகளை குலுக்கிய பின் ""ஒரு நொடி இருங்கள் , நான் என் கைபேசியை எடுத்து இணையத்தில் உங்களை தேடி விடுகிறேன்? என்று சொல்ல மாட்டோம்.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"Well, then, wh-who--","சரி, பின், WH-யார் -","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"So at his last chemo, we sang him the song and we put the crown on his head and we blew the bubbles, and then I asked him, I said, ""So what are you going to do now?""","ஆகையால் அவன் கடைசி கீமோவின்போது அவனுக்கு ஒரு பாட்டு பாடினோம் தலையில் கிரீடம் வைத்து குமிழ்கள் ஊதினோம் பிறகு அவனிடம் கேட்டேன் ""இன்மேல் என்ன பண்ணப் போகிறாய்""","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"Stop, look, and then go, and really do something.","நில், கவனி, பிறகு செல், எதையாவது உண்மையாக செய்யுங்கள்.","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"(Laughter) And then I got excited when it started getting tens of hits, and then I started getting excited when it started getting dozens and then hundreds and then thousands and then millions.","(சிரிப்பு) அதுக்கு பிறகு, நான் உற்சாகம் ஆனேன், பத்துகணக்கில் மக்கள் வருகை தந்தபோது. மிகவும் உற்சாகமாக தொடங்கினேன், டசன் கணக்கில் மக்கள் வருகை தந்த போது, பின்னர் நுற்றுக்கணக்கில், ஆயிரக்கணக்கில், கோடிக்கணக்கில் மக்கள் வருகை தந்த போது.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,Then they invaded.,பிறகு அவர்கள் படையெடுத்து.,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,Then why did you let me marry that Abhimanyu?,பிறகு ஏன் நீ என்று அபிமன்யு திருமணம் அனுமதித்தார்?,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"Then, two years later, I covered another war -- the war in Iraq.","இரண்டு ஆண்டுகளுக்கு பின்னர், ஈராக்கில் நிகழ்ந்த இன்னொரு யுத்தத்தின் செய்தி சேகரிப்பில் ஈடுபட்டேன்.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"And what was your big plan, then, huh?","உங்கள் பெரிய திட்டம் என்ன, பின், இல்லையா?","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"So what we have been trying to do, working first in Rwanda and then in Malawi and other places -- but I want to talk about Rwanda tonight -- is to develop a model for rural health care in a very poor area that can be used to deal with AIDS, TB, malaria, other infectious diseases, maternal and child health, and a whole range of health issues poor people are grappling with in the developing world, that can first be scaled for the whole nation of Rwanda, and then will be a model that could literally be implemented in any other poor country in the world.","ஆக, நாங்கள் என்ன செய்ய முயற்சி செய்கிறோம் என்றால், முதலில் ருவாண்டா நாட்டிலும், பிறகு மலாவி நாட்டிலும் பிறகு மற்ற நாடுகளிலும் வேலை செய்கிறோம் - ஆனால் இன்று மாலை நான் ருவாண்டா நாட்டை பற்றி நான் பேச விரும்புகிறேன் - மிகவும் ஏழ்மையான பகுதிகளில், ஊரக சுகாதாரச் சேவையின் மாதிரி ஒன்றினை உருவாக்குவதற்கு - அம்மாதிரியைக் கொண்டு ஏமமிலி, எலும்புருக்கி, மலேரியா மற்றும் இதர தோற்று நோய்களில் கவனம் செலுத்தலாம். தாய் - சேய் நலம், மற்றும் அனைத்து விதமான உடல் நல விவகாரங்களிலும், வளர்ந்து வரும் நாடுகளில் ஏழை எளிய மக்கள் சந்திக்கும் சிக்கல்கள் என, மொத்த ருவாண்டா நாட்டிற்கும் ஒருங்கே ஒப்பளவு செய்யலாம். பிறகு இந்த மாதிரியையே உலகின் மற்ற ஏழை நாடுகளிலும் செயல்படுத்தலாம்.","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,I mean it seems that your investment was good and as it should be but then everything lost its value.,நான் உங்கள் முதலீடு நன்றாக இருந்தது என்று தெரிகிறது அதாவது அது இருக்க வேண்டும் ஆனால் பின்னர் எல்லாம் அதன் மதிப்பை இழந்தது.,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,If you agree... then come reside in your left side.,நீங்கள் ஒப்புக்கொண்டால் ... பின்னர் உங்கள் இடது பக்கத்தில் உள்ள வசிக்கிறார்கள் வந்து.,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"Oh, well, then, this is for you.","ஓ, நன்றாக, பிறகு, இது உங்களுக்காக.","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"And then, we are miserable, and we are looking for purpose and meaning, and then we feel vulnerable, so then we have a couple of beers and a banana nut muffin.","அதற்கு பின், நாம் வாழ்க்கையை வெறுத்து சோகமாகிறோம். நாம் நம்முடைய நோக்கம் என்ன, இதற்கு அர்த்தம் என்னவென்று தேடுகிறோம், அதற்கு பிறகு நாம் வடுபடத்தக்கவர்களாக உணர்கிறோம், அதனால் நாம் இரண்டு பீர் குடித்துவிட்டு, ஒரு வாழைப்பழ நட் மப்பின் சாப்பிடுவோம்.","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,And then the weather turned bad on us.,மற்றும் பின்னர் வானிலை எங்களுக்கு கெட்ட திரும்பியது.,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,Then they'll go.,பிறகு போவாங்க.,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"And so then I went back into the research and spent the next couple of years really trying to understand what they, the whole-hearted, what choices they were making, and what we are doing with vulnerability.","அதற்கு பிறகு, நான் ஆராய்ச்சிக்கு மீண்டும் சென்றேன் அடுத்த இரண்டு வருடங்கள் அதில் கழித்தேன். முழுமனதுடன் வாழ்பவர்களை, பற்றி சரியாக புரிந்துக்கொள்ள, அவர்களுடைய விருப்பங்களை எப்படி தேர்வு செய்கிறார்கள், மற்றும் நாம் என்ன செய்கிறோம்","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,Then things started to unravel.,பிறகு விஷயங்கள் அவிழ் தொடங்கியது.,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"Well, you got a problem then, don't you?","சரி, நீங்கள், பின்னர் ஒரு பிரச்சனை இல்லை கிடைத்தது?","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,"but once we get you to acceptable levels with treatment, which lowers the risk, then by all means yes.","ஆனால் நாம் சிகிச்சை ஏற்றுக்கொள்ள அளவுகளை நீ கிடைக்கும், இது சரி அனைத்து மூலம் பிறகு ஆபத்து, குறைக்கிறது.","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"Then we went to work with the manufacturers of AIDS medicines, one of whom was cited in the film, and negotiated a whole different change in business strategy, because even at 500 dollars, these drugs were being sold on a high-margin, low-volume, uncertain-payment basis.","பிறகு, ஏமமிலி மருந்து தயாரிப்பாளரிடம் சென்று வேலை செய்தோம். அதில் ஒருவர் இந்த காணொளியில் குறிப்பிடப்படுகிறார். நாம் அவரோடு மிகவும் மாறுபட்ட தொழில் உத்தியை பகிர்ந்துக் கொண்டோம். ஏனென்றால் $500-இல் கூட, இந்த மருந்துகள் அதிக லாபம் வைத்தும், சிறிய அளவிலும், பணம் கிடைப்பதில் உள்ள உறுதியற்ற நிலை என்று இருந்தது.","['பின்/பின்னர்', 'பிறகு']",பிறகு
then,Then we'll leave.,பிறகு நாங்கள் செல்கிறோம்.,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"Once you start down at this very humble level, then you can start finding ways to see things.",இந்த எளிமையான நிலையில் நீங்கள் ஆரம்பித்தால் பிறகு நீங்கள் பொருட்களை பலவேறு கோணங்களில் பார்க்க ஆரம்பிப்பீர்கள்,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,"Then you allow them to take the owner, and then, unmolested, they drive off into the middle of the night.","பிறகு நீங்கள் அவர்களை உரிமையாளர் எடுக்க அனுமதிக்க, பின்னர், எவ்வித பாதிப்பும் இல்லாமல், அவர்கள் நடு இரவில் ஒரு விரட்டி .","['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
then,And then some of our failures.,பிறகு எங்களுடைய சில தோல்விகள்,"['பின்/பின்னர்', 'பிறகு']",பிறகு
then,You let me go and then run to the airport as fast as you and this dumbbell can get there.,நீங்கள் இந்த dumbbell அங்கு பெற முடியும் என வேகமாக நீ போய் பின்னர் விமான நிலையம் இயங்க அனுமதிக்க.,"['பின்/பின்னர்', 'பிறகு']",பின்/பின்னர்
